"id";"familia";"genero";"especie";"tipo";"infranome";"autor"
"8748";"LYTHRACEAE";"Cuphea";"glaziovii";"";"";"Koehne"
"8752";"LYTHRACEAE";"Cuphea";"lindmaniana";"";"";"Bacig."
"8859";"MALPIGHIACEAE";"Diplopterys";"sepium";"";"";"(A.Juss.) W.R.Anderson & C.C.Davis"
"8805";"MALPIGHIACEAE";"Banisteriopsis";"basifixa";"";"";"B.Gates"
"8806";"MALPIGHIACEAE";"Banisteriopsis";"magdalenensis";"";"";"B.Gates"
"8813";"MALPIGHIACEAE";"Banisteriopsis";"pseudojanusia";"";"";"(Nied.) B.Gates"
"8815";"MALPIGHIACEAE";"Banisteriopsis";"sellowiana";"";"";"(A.Juss.) B.Gates"
"8817";"MALPIGHIACEAE";"Barnebya";"dispar";"";"";"(Griseb.) W.R.Anderson & B.Gates"
"8822";"MALPIGHIACEAE";"Bunchosia";"acuminata";"";"";"Dobson"
"8823";"MALPIGHIACEAE";"Bunchosia";"itacarensis";"";"";"W.R.Anderson"
"8828";"MALPIGHIACEAE";"Byrsonima";"alvimii";"";"";"W.R.Anderson"
"8829";"MALPIGHIACEAE";"Byrsonima";"bahiana";"";"";"W.R.Anderson"
"8830";"MALPIGHIACEAE";"Byrsonima";"cacaophila";"";"";"W.R.Anderson"
"8858";"MALPIGHIACEAE";"Diplopterys";"patula";"";"";"(B.Gates) W.R.Anderson & C.C.Davis"
"8866";"MALPIGHIACEAE";"Heteropterys";"admirabilis";"";"";"Amorim"
"8867";"MALPIGHIACEAE";"Heteropterys";"alternifolia";"";"";"W.R.Anderson"
"8870";"MALPIGHIACEAE";"Heteropterys";"bahiensis";"";"";"Nied."
"114627";"MALPIGHIACEAE";"Heteropterys";"brasiliensis";"";"";"Regnell & KÃ¶rn."
"8873";"MALPIGHIACEAE";"Heteropterys";"bullata";"";"";"Amorim"
"8874";"MALPIGHIACEAE";"Heteropterys";"capixaba";"";"";"Amorim"
"8877";"MALPIGHIACEAE";"Heteropterys";"conformis";"";"";"W.R.Anderson"
"8880";"MALPIGHIACEAE";"Heteropterys";"crinigera";"";"";"Griseb."
"8882";"MALPIGHIACEAE";"Heteropterys";"fragilis";"";"";"Amorim"
"8892";"MALPIGHIACEAE";"Heteropterys";"megaptera";"";"";"A.Juss."
"8896";"MALPIGHIACEAE";"Heteropterys";"oberdanii";"";"";"Amorim"
"8897";"MALPIGHIACEAE";"Heteropterys";"occhionii";"";"";"Amorim"
"8898";"MALPIGHIACEAE";"Heteropterys";"patens";"";"";"(Griseb.) A.Juss."
"8899";"MALPIGHIACEAE";"Heteropterys";"pauciflora";"";"";"(A.Juss.) A.Juss."
"8901";"MALPIGHIACEAE";"Heteropterys";"sanctorum";"";"";"W.R.Anderson"
"8904";"MALPIGHIACEAE";"Heteropterys";"ternstroemiifolia";"";"";"A.Juss."
"8905";"MALPIGHIACEAE";"Heteropterys";"thyrsoidea";"";"";"(Griseb.) A.Juss."
"8909";"MALPIGHIACEAE";"Hiraea";"bullata";"";"";"W.R.Anderson"
"8910";"MALPIGHIACEAE";"Hiraea";"cuneata";"";"";"Griseb."
"8912";"MALPIGHIACEAE";"Hiraea";"wiedeana";"";"";"A.Juss."
"8924";"MALPIGHIACEAE";"Mezia";"araujoi";"";"";"Nied."
"8931";"MALPIGHIACEAE";"Niedenzuella";"poeppigiana";"";"";"(A.Juss.) W.R.Anderson"
"8934";"MALPIGHIACEAE";"Peixotoa";"catarinensis";"";"";"C.E.Anderson"
"8943";"MALPIGHIACEAE";"Stigmaphyllon";"angustilobum";"";"";"A.Juss."
"8948";"MALPIGHIACEAE";"Stigmaphyllon";"bradei";"";"";"C.E.Anderson"
"8949";"MALPIGHIACEAE";"Stigmaphyllon";"carautae";"";"";"C.E.Anderson"
"8952";"MALPIGHIACEAE";"Stigmaphyllon";"crenatum";"";"";"C.E.Anderson"
"8954";"MALPIGHIACEAE";"Stigmaphyllon";"glabrum";"";"";"C.E.Anderson"
"8966";"MALPIGHIACEAE";"Stigmaphyllon";"vitifolium";"";"";"A.Juss."
"8975";"MALVACEAE";"Abutilon";"anodoides";"";"";"A.St.-Hil. & Naudin"
"8991";"MALVACEAE";"Abutilon";"nigricans";"";"";"G.L.Esteves & Krapov."
"120959";"MALVACEAE";"Calyculogygas";"uruguayensis";"";"";"Krapov."
"9031";"MALVACEAE";"Calyptraemalva";"catharinensis";"";"";"Krapov."
"9108";"MALVACEAE";"Monteiroa";"bullata";"";"";"(Ekman) Krapov."
"9116";"MALVACEAE";"Monteiroa";"smithii";"";"";"Krapov."
"104659";"MALVACEAE";"Pavonia";"hatschbachii";"";"";"Krapov."
"30559";"MALVACEAE";"Pavonia";"lanata";"";"";"R.E.Fr."
"9161";"MALVACEAE";"Pavonia";"multiflora";"";"";"A.St.-Hil."
"9177";"MALVACEAE";"Pavonia";"spiciformis";"";"";"Krapov."
"114719";"MALVACEAE";"Spirotheca";"rivieri";"";"";"(Decne.) Ulbr."
"9093";"MALVACEAE";"Luehea";"conwentzii";"";"";"K.Schum."
"9265";"MALVACEAE";"Triumfetta";"grandiflora";"";"";"Vahl"
"9327";"MARANTACEAE";"Calathea";"aemula";"";"";"KÃ¶rn."
"9296";"MARANTACEAE";"Calathea";"brasiliensis";"";"";"KÃ¶rn."
"9300";"MARANTACEAE";"Calathea";"cylindrica";"";"";"(Roscoe) K.Schum."
"9308";"MARANTACEAE";"Calathea";"longibracteata";"";"";"(Sweet) Lindl."
"9310";"MARANTACEAE";"Calathea";"monophylla";"";"";"(Vell.) KÃ¶rn."
"9316";"MARANTACEAE";"Calathea";"sciuroides";"";"";"Petersen"
"9320";"MARANTACEAE";"Calathea";"tuberosa";"";"";"(Vell.) KÃ¶rn."
"9324";"MARANTACEAE";"Calathea";"widgrenii";"";"";"KÃ¶rn."
"9326";"MARANTACEAE";"Calathea";"zebrina";"";"";"(Sims) Lindl."
"9347";"MARANTACEAE";"Ischnosiphon";"ovatus";"";"";"KÃ¶rn."
"9363";"MARANTACEAE";"Maranta";"subterranea";"";"";"J.M.A.Braga"
"9372";"MARANTACEAE";"Saranthe";"composita";"";"";"(Link) K. Schum."
"9375";"MARANTACEAE";"Saranthe";"klotzschiana";"";"";"(KÃ¶rn.) Eichler"
"97911";"MARCHANTIACEAE";"Marchantia";"berteroana";"";"";"Lehm. & Lindenb."
"9415";"MELASTOMATACEAE";"Bertolonia";"angustifolia";"";"";"Cogn."
"9417";"MELASTOMATACEAE";"Bertolonia";"formosa";"";"";"Brade"
"9418";"MELASTOMATACEAE";"Bertolonia";"foveolata";"";"";"Brade"
"9420";"MELASTOMATACEAE";"Bertolonia";"hoehneana";"";"";"Brade"
"9421";"MELASTOMATACEAE";"Bertolonia";"leuzeana";"";"";"(Bonpl.) DC."
"9426";"MELASTOMATACEAE";"Bertolonia";"paranaensis";"";"";"(Wurdack) Baumgratz"
"9463";"MELASTOMATACEAE";"Dolichoura";"spiritusanctensis";"";"";"Brade"
"9465";"MELASTOMATACEAE";"Eriocnema";"acaulis";"";"";"Triana"
"9466";"MELASTOMATACEAE";"Eriocnema";"fulva";"";"";"Naudin"
"19626";"MELASTOMATACEAE";"Huberia";"carvalhoi";"";"";"Baumgratz"
"9482";"MELASTOMATACEAE";"Huberia";"espiritosantensis";"";"";"Baumgratz"
"9485";"MELASTOMATACEAE";"Huberia";"nettoana";"";"";"Brade"
"9516";"MELASTOMATACEAE";"Leandra";"catharinensis";"";"";"Cogn."
"9532";"MELASTOMATACEAE";"Leandra";"echinata";"";"";"Cogn."
"9549";"MELASTOMATACEAE";"Leandra";"hatschbachii";"";"";"Brade"
"9650";"MELASTOMATACEAE";"Meriania";"callophylla";"";"";"(Cham.) Triana"
"9662";"MELASTOMATACEAE";"Meriania";"tetramera";"";"";"Wurdack"
"9664";"MELASTOMATACEAE";"Merianthera";"burlemarxii";"";"";"Wurdack"
"9665";"MELASTOMATACEAE";"Merianthera";"pulchra";"";"";"Kuhlm."
"102441";"MELASTOMATACEAE";"Miconia";"capixaba";"";"";"R.Goldenb."
"9700";"MELASTOMATACEAE";"Miconia";"eichleri";"";"";"Cogn."
"9703";"MELASTOMATACEAE";"Miconia";"fasciculata";"";"";"Gardner"
"9709";"MELASTOMATACEAE";"Miconia";"glazioviana";"";"";"Cogn."
"9727";"MELASTOMATACEAE";"Miconia";"longicuspis";"";"";"Cogn."
"9731";"MELASTOMATACEAE";"Miconia";"mendoncae";"";"";"Cogn."
"9739";"MELASTOMATACEAE";"Miconia";"octopetala";"";"";"Cogn."
"9744";"MELASTOMATACEAE";"Miconia";"penduliflora";"";"";"Cogn."
"9745";"MELASTOMATACEAE";"Miconia";"petroniana";"";"";"Cogn. & Saldanha"
"79282";"MELASTOMATACEAE";"Miconia";"picinguabensis";"";"";"R.Goldenb. & A.B.Martins"
"9749";"MELASTOMATACEAE";"Miconia";"polyandra";"";"";"Gardner"
"9758";"MELASTOMATACEAE";"Miconia";"ramboi";"";"";"Brade"
"9760";"MELASTOMATACEAE";"Miconia";"robustissima";"";"";"Cogn."
"9766";"MELASTOMATACEAE";"Miconia";"setosociliata";"";"";"Cogn."
"9779";"MELASTOMATACEAE";"Miconia";"willdenowii";"";"";"Klotzsch ex Naudin"
"9788";"MELASTOMATACEAE";"Microlicia";"cuspidifolia";"";"";"Mart. ex Naudin"
"9796";"MELASTOMATACEAE";"Microlicia";"glazioviana";"";"";"Cogn."
"9821";"MELASTOMATACEAE";"Mouriri";"megasperma";"";"";"Morley"
"105007";"MELASTOMATACEAE";"Rhynchanthera";"latifolia";"";"";"Cogn."
"9878";"MELASTOMATACEAE";"Tibouchina";"apparicioi";"";"";"Brade"
"9886";"MELASTOMATACEAE";"Tibouchina";"boudetii";"";"";"P.J.F.Guim. & R.Goldenb."
"9890";"MELASTOMATACEAE";"Tibouchina";"castellensis";"";"";"Brade"
"9928";"MELASTOMATACEAE";"Tibouchina";"kleinii";"";"";"Wurdack"
"9952";"MELASTOMATACEAE";"Tibouchina";"quartzophila";"";"";"Brade"
"10005";"MELIACEAE";"Trichilia";"florbranca";"";"";"T.D.Penn."
"10008";"MELIACEAE";"Trichilia";"magnifoliola";"";"";"T.D.Penn."
"10045";"MENISPERMACEAE";"Odontocarya";"vitis";"";"";"(Vell.) J.M.A.Braga"
"97851";"METZGERIACEAE";"Metzgeria";"brasiliensis";"";"";"Schiffn."
"97864";"METZGERIACEAE";"Metzgeria";"psilocraspeda";"";"";"Schiffn."
"10065";"MONIMIACEAE";"Macropeplus";"friburgensis";"";"";"(Perkins) I.Santos & Peixoto"
"10069";"MONIMIACEAE";"Macrotorus";"utriculatus";"";"";"(Mart.) Perkins"
"10074";"MONIMIACEAE";"Mollinedia";"boracensis";"";"";"Peixoto"
"10082";"MONIMIACEAE";"Mollinedia";"engleriana";"";"";"Perkins"
"109613";"MONIMIACEAE";"Mollinedia";"eugeniifolia";"";"";"Perkins"
"10084";"MONIMIACEAE";"Mollinedia";"gilgiana";"";"";"Perkins"
"10085";"MONIMIACEAE";"Mollinedia";"glabra";"";"";"(Spreng.) Perkins"
"10090";"MONIMIACEAE";"Mollinedia";"lamprophylla";"";"";"Perkins"
"115246";"MONIMIACEAE";"Mollinedia";"longicuspidata";"";"";"Perkins"
"10092";"MONIMIACEAE";"Mollinedia";"luizae";"";"";"Peixoto"
"10094";"MONIMIACEAE";"Mollinedia";"marqueteana";"";"";"Peixoto"
"10099";"MONIMIACEAE";"Mollinedia";"pachysandra";"";"";"Perkins"
"10100";"MONIMIACEAE";"Mollinedia";"salicifolia";"";"";"Perkins"
"10103";"MONIMIACEAE";"Mollinedia";"stenophylla";"";"";"Perkins"
"10119";"MORACEAE";"Dorstenia";"bonijesu";"";"";"Carauta & C.Valente"
"10127";"MORACEAE";"Dorstenia";"elata";"";"";"Hook."
"79393";"MORACEAE";"Dorstenia";"gracilis";"";"";"Carauta et al."
"111595";"MORACEAE";"Dorstenia";"hildegardis";"";"";"Carauta et al."
"19777";"MORACEAE";"Dorstenia";"milaneziana";"";"";"Carauta et al."
"10185";"MORACEAE";"Maclura";"brasiliensis";"";"";"(Mart.) Endl."
"10188";"MORACEAE";"Pseudolmedia";"hirtula";"";"";"Kuhlm."
"10231";"MYRSINACEAE";"Myrsine";"glazioviana";"";"";"Warm."
"10244";"MYRSINACEAE";"Myrsine";"villosissima";"";"";"A.DC."
"101417";"MYRSINACEAE";"Anagallis";"alternifolia";"";"";"Cav."
"101419";"MYRSINACEAE";"Anagallis";"barbata";"";"";"(P.Taylor) Kupicha"
"10265";"MYRTACEAE";"Calycolpus";"legrandii";"";"";"Mattos"
"10282";"MYRTACEAE";"Calyptranthes";"fusiformis";"";"";"M.L.Kawas."
"10287";"MYRTACEAE";"Calyptranthes";"hatschbachii";"";"";"D.Legrand"
"10300";"MYRTACEAE";"Calyptranthes";"restingae";"";"";"Sobral"
"10313";"MYRTACEAE";"Campomanesia";"espiritosantensis";"";"";"Landrum"
"10317";"MYRTACEAE";"Campomanesia";"hirsuta";"";"";"Gardner"
"10322";"MYRTACEAE";"Campomanesia";"macrobracteolata";"";"";"Landrum"
"10324";"MYRTACEAE";"Campomanesia";"phaea";"";"";"(O.Berg) Landrum"
"10325";"MYRTACEAE";"Campomanesia";"prosthecesepala";"";"";"Kiaersk."
"10327";"MYRTACEAE";"Campomanesia";"reitziana";"";"";"D.Legrand"
"10330";"MYRTACEAE";"Campomanesia";"schlechtendaliana";"";"";"(O.Berg) Nied."
"10351";"MYRTACEAE";"Eugenia";"bahiensis";"";"";"DC."
"10357";"MYRTACEAE";"Eugenia";"bocainensis";"";"";"Mattos"
"10360";"MYRTACEAE";"Eugenia";"brunoi";"";"";"Mattos"
"10361";"MYRTACEAE";"Eugenia";"bunchosiifolia";"";"";"Nied."
"10362";"MYRTACEAE";"Eugenia";"burkartiana";"";"";"(D.Legrand) D.Legrand"
"10370";"MYRTACEAE";"Eugenia";"cereja";"";"";"D.Legrand"
"10377";"MYRTACEAE";"Eugenia";"copacabanensis";"";"";"Kiaersk."
"10385";"MYRTACEAE";"Eugenia";"disperma";"";"";"Vell."
"10413";"MYRTACEAE";"Eugenia";"hermesiana";"";"";"Mattos"
"10417";"MYRTACEAE";"Eugenia";"imaruiensis";"";"";"D.Legrand"
"10422";"MYRTACEAE";"Eugenia";"itacarensis";"";"";"Mattos"
"10428";"MYRTACEAE";"Eugenia";"joenssonii";"";"";"Kausel"
"10448";"MYRTACEAE";"Eugenia";"macrobracteolata";"";"";"Mattos"
"10453";"MYRTACEAE";"Eugenia";"malacantha";"";"";"D.Legrand"
"10457";"MYRTACEAE";"Eugenia";"mattosii";"";"";"D.Legrand"
"10467";"MYRTACEAE";"Eugenia";"myrciariifolia";"";"";"Soares-Silva & Sobral"
"10476";"MYRTACEAE";"Eugenia";"neotristis";"";"";"Sobral"
"10484";"MYRTACEAE";"Eugenia";"oxyoentophylla";"";"";"Kiaersk."
"10486";"MYRTACEAE";"Eugenia";"pachyclada";"";"";"D.Legrand"
"10492";"MYRTACEAE";"Eugenia";"peruibensis";"";"";"Mattos"
"10509";"MYRTACEAE";"Eugenia";"pruinosa";"";"";"D.Legrand"
"10512";"MYRTACEAE";"Eugenia";"pseudomalacantha";"";"";"D.Legrand"
"10519";"MYRTACEAE";"Eugenia";"reitziana";"";"";"D.Legrand"
"10526";"MYRTACEAE";"Eugenia";"rotundicosta";"";"";"D.Legrand"
"10530";"MYRTACEAE";"Eugenia";"sclerocalyx";"";"";"D.Legrand"
"10565";"MYRTACEAE";"Eugenia";"villaenovae";"";"";"Kiaersk."
"10435";"MYRTACEAE";"Eugenia";"leonorae";"";"";"Mattos"
"10474";"MYRTACEAE";"Eugenia";"neosericea";"";"";"Morais & Sobral"
"10501";"MYRTACEAE";"Eugenia";"platysema";"";"";"O.Berg"
"10562";"MYRTACEAE";"Eugenia";"vattimoana";"";"";"Mattos"
"62499";"MYRTACEAE";"Gomidesia";"cambessedeana";"";"";"O.Berg"
"10598";"MYRTACEAE";"Marlierea";"krapovickae";"";"";"D.Legrand"
"10601";"MYRTACEAE";"Marlierea";"lealcostae";"";"";"G.M.Barroso & Peixoto"
"10612";"MYRTACEAE";"Marlierea";"reitzii";"";"";"D.Legrand"
"10622";"MYRTACEAE";"Marlierea";"skortzoviana";"";"";"Mattos"
"10624";"MYRTACEAE";"Marlierea";"suaveolens";"";"";"Cambess."
"10626";"MYRTACEAE";"Marlierea";"sucrei";"";"";"G.M.Barroso & Peixoto"
"10635";"MYRTACEAE";"Myrceugenia";"brevipedicellata";"";"";"(Burret) D.Legrand & Kausel"
"10641";"MYRTACEAE";"Myrceugenia";"gertii";"";"";"Landrum"
"10644";"MYRTACEAE";"Myrceugenia";"hoehnei";"";"";"(Burret) D.Legrand & Kausel"
"10645";"MYRTACEAE";"Myrceugenia";"kleinii";"";"";"D.Legrand & Kausel"
"10654";"MYRTACEAE";"Myrceugenia";"reitzii";"";"";"D.Legrand"
"10656";"MYRTACEAE";"Myrceugenia";"scutellata";"";"";"D.Legrand"
"10658";"MYRTACEAE";"Myrceugenia";"smithii";"";"";"Landrum"
"10659";"MYRTACEAE";"Myrceugenia";"venosa";"";"";"D.Legrand"
"10689";"MYRTACEAE";"Myrcia";"follii";"";"";"G.M.Barroso & Peixoto"
"10693";"MYRTACEAE";"Myrcia";"gilsoniana";"";"";"G.M.Barroso & Peixoto"
"10703";"MYRTACEAE";"Myrcia";"heringii";"";"";"D.Legrand"
"10704";"MYRTACEAE";"Myrcia";"hexasticha";"";"";"Kiaersk."
"10709";"MYRTACEAE";"Myrcia";"insularis";"";"";"Gardner"
"10718";"MYRTACEAE";"Myrcia";"limae";"";"";"G.M.Barroso & Peixoto"
"10719";"MYRTACEAE";"Myrcia";"lineata";"";"";"(O.Berg) Nied."
"10724";"MYRTACEAE";"Myrcia";"magnifolia";"";"";"(O.Berg) Kiaersk."
"10750";"MYRTACEAE";"Myrcia";"riodocensis";"";"";"G.M.Barroso & Peixoto"
"10754";"MYRTACEAE";"Myrcia";"rupicola";"";"";"D.Legrand"
"10773";"MYRTACEAE";"Myrcia";"undulata";"";"";"O.Berg"
"10678";"MYRTACEAE";"Myrcia";"cordiifolia";"";"";"DC."
"109201";"MYRTACEAE";"Myrcia";"flagellaris";"";"";"(D.Legrand) Sobral"
"10806";"MYRTACEAE";"Neomitranthes";"amblymitra";"";"";"(Burret) Mattos"
"10814";"MYRTACEAE";"Neomitranthes";"langsdorffii";"";"";"(O.Berg) Mattos"
"10816";"MYRTACEAE";"Neomitranthes";"obscura";"";"";"(DC.) N.Silveira"
"10818";"MYRTACEAE";"Neomitranthes";"pedicellata";"";"";"(Burret) Mattos"
"10827";"MYRTACEAE";"Plinia";"callosa";"";"";"Sobral"
"10829";"MYRTACEAE";"Plinia";"complanata";"";"";"M.L.Kawas. & B.Holst"
"10830";"MYRTACEAE";"Plinia";"cordifolia";"";"";"(D.Legrand) Sobral"
"10831";"MYRTACEAE";"Plinia";"edulis";"";"";"(Vell.) Sobral"
"10833";"MYRTACEAE";"Plinia";"hatschbachii";"";"";"(Mattos) Sobral"
"10834";"MYRTACEAE";"Plinia";"ilhensis";"";"";"G.M.Barroso"
"10839";"MYRTACEAE";"Plinia";"muricata";"";"";"Sobral"
"10843";"MYRTACEAE";"Plinia";"rara";"";"";"Sobral"
"10844";"MYRTACEAE";"Plinia";"renatiana";"";"";"G.M.Barroso & Peixoto"
"10850";"MYRTACEAE";"Plinia";"stictophylla";"";"";"G.M.Barroso & Peixoto"
"10864";"MYRTACEAE";"Psidium";"giganteum";"";"";"Mattos"
"10872";"MYRTACEAE";"Psidium";"longipetiolatum";"";"";"D.Legrand"
"10880";"MYRTACEAE";"Psidium";"reptans";"";"";"(D.Legrand) Soares-Silva & ProenÃ§a"
"97165";"NOTOTHYLADACEAE";"Notothylas";"breutelii";"";"";"(Gottsche) Gottsche"
"31689";"OCHNACEAE";"Luxemburgia";"corymbosa";"";"";"A.St.-Hil."
"10976";"OLEACEAE";"Chionanthus";"fluminensis";"";"";"(Miers) P.S.Green"
"10978";"OLEACEAE";"Chionanthus";"micranthus";"";"";"(Mart.) Lozano & Fuertes"
"10980";"OLEACEAE";"Chionanthus";"tenuis";"";"";"P.S.Green"
"37186";"ORCHIDACEAE";"Acianthera";"langeana";"";"";"(Kraenzl.) Pridgeon & M.W.Chase"
"11058";"ORCHIDACEAE";"Acianthera";"translucida";"";"";"(Barb.Rodr.) Luer"
"11059";"ORCHIDACEAE";"Acianthera";"tricarinata";"";"";"(Poepp. & Endl.) Pridgeon & M.W.Chase"
"10992";"ORCHIDACEAE";"Acianthera";"aphthosa";"";"";"(Lindl.) Pridgeon & M.W.Chase"
"10993";"ORCHIDACEAE";"Acianthera";"auriculata";"";"";"(Lindl.) Pridgeon & M.W.Chase"
"10997";"ORCHIDACEAE";"Acianthera";"bragae";"";"";"(Ruschi) F.Barros"
"11015";"ORCHIDACEAE";"Acianthera";"heringeri";"";"";"(Hoehne) F.Barros"
"11043";"ORCHIDACEAE";"Acianthera";"pectinata";"";"";"(Lindl.) Pridgeon & M.W.Chase"
"11056";"ORCHIDACEAE";"Acianthera";"strupifolia";"";"";"(Lindl.) Pridgeon & M.W.Chase"
"10988";"ORCHIDACEAE";"Acianthera";"adiri";"";"";"(Brade) Pridgeon & M.W.Chase"
"11069";"ORCHIDACEAE";"Alatiglossum";"croesus";"";"";"(Rchb.f.) Baptista"
"117481";"ORCHIDACEAE";"Anathallis";"colnagoi";"";"";"(Pabst) F.Barros & L.GuimarÃ£es"
"11107";"ORCHIDACEAE";"Anathallis";"pabstii";"";"";"(Garay) Pridgeon & M.W.Chase"
"117345";"ORCHIDACEAE";"Anathallis";"tigridens";"";"";"(Loefgr.) F.Barros & Barberena"
"11086";"ORCHIDACEAE";"Anathallis";"gehrtii";"";"";"(Hoehne & Schltr.) F.Barros"
"11116";"ORCHIDACEAE";"Anathallis";"radialis";"";"";"(Porto & Brade) Pridgeon & M.W.Chase"
"11130";"ORCHIDACEAE";"Anneliesia";"candida";"";"";"(Lindl.) Brieger & Lückel"
"11131";"ORCHIDACEAE";"Anneliesia";"cuneata";"";"";"(Lindl.) Senghas & LÃ¼ckel"
"11132";"ORCHIDACEAE";"Anneliesia";"kayasimae";"";"";"(Pabst) Senghas & LÃ¼ckel"
"64436";"ORCHIDACEAE";"Anneliesia";"russelliana";"";"";"(Lindl.) Senghas & LÃ¼ckel"
"11143";"ORCHIDACEAE";"Aspidogyne";"commelinoides";"";"";"(Barb.Rodr.) Garay"
"11162";"ORCHIDACEAE";"Baptistonia";"kautskyi";"";"";"(Pabst) Chiron & V.P.Castro"
"11167";"ORCHIDACEAE";"Baptistonia";"pubes";"";"";"(Lindl.) Chiron & V.P.Castro"
"11172";"ORCHIDACEAE";"Baptistonia";"truncata";"";"";"(Pabst) Chiron & V.P.Castro"
"11157";"ORCHIDACEAE";"Baptistonia";"cornigera";"";"";"(Lindl.) Chiron & V.P.Castro"
"11187";"ORCHIDACEAE";"Barbosella";"trilobata";"";"";"Pabst"
"37220";"ORCHIDACEAE";"Bifrenaria";"leucorrhoda";"";"";"Rchb.f."
"11200";"ORCHIDACEAE";"Bifrenaria";"racemosa";"";"";"(Hook.) Lindl."
"11201";"ORCHIDACEAE";"Bifrenaria";"silvana";"";"";"V.P.Castro"
"11203";"ORCHIDACEAE";"Bifrenaria";"tetragona";"";"";"(Lindl.) Schltr."
"11205";"ORCHIDACEAE";"Bifrenaria";"wittigii";"";"";"(Rchb.f.) Hoehne"
"11210";"ORCHIDACEAE";"Bipinnula";"biplumata";"";"";"(L.f.) Rchb.f."
"11212";"ORCHIDACEAE";"Brachionidium";"restrepioides";"";"";"(Hoehne) Pabst"
"11222";"ORCHIDACEAE";"Brasilidium";"gardneri";"";"";"(Lindl.) Campacci"
"11225";"ORCHIDACEAE";"Brasilidium";"pectorale";"";"";"(Lindl.) Campacci"
"64728";"ORCHIDACEAE";"Brasiliorchis";"schunkeana";"";"";"(Campacci & Kautsky) R.B.Singer et al."
"11232";"ORCHIDACEAE";"Brassia";"arachnoidea";"";"";"Barb.Rodr."
"11234";"ORCHIDACEAE";"Bulbophyllum";"arianeae";"";"";"Fraga & E.C.Smidt"
"11236";"ORCHIDACEAE";"Bulbophyllum";"boudetianum";"";"";"Fraga"
"11237";"ORCHIDACEAE";"Bulbophyllum";"campos-portoi";"";"";"Brade"
"11248";"ORCHIDACEAE";"Bulbophyllum";"kautskyi";"";"";"Toscano"
"11272";"ORCHIDACEAE";"Campylocentrum";"densiflorum";"";"";"Cogn."
"11283";"ORCHIDACEAE";"Campylocentrum";"parahybunense";"";"";"(Barb.Rodr.) Rolfe"
"11285";"ORCHIDACEAE";"Campylocentrum";"pernambucense";"";"";"Hoehne"
"11293";"ORCHIDACEAE";"Capanemia";"adelaidae";"";"";"Brade"
"11314";"ORCHIDACEAE";"Catasetum";"atratum";"";"";"Lindl."
"11316";"ORCHIDACEAE";"Catasetum";"cernuum";"";"";"(Lindl.) Rchb.f."
"11323";"ORCHIDACEAE";"Catasetum";"mattosianum";"";"";"Bicalho"
"11333";"ORCHIDACEAE";"Cattleya";"dormaniana";"";"";"Rchb.f."
"11337";"ORCHIDACEAE";"Cattleya";"harrisoniana";"";"";"Batem. ex Lindl."
"11342";"ORCHIDACEAE";"Cattleya";"porphyroglossa";"";"";"Linden & Rchb.f."
"11343";"ORCHIDACEAE";"Cattleya";"schilleriana";"";"";"Rchb.f."
"11344";"ORCHIDACEAE";"Cattleya";"schofieldiana";"";"";"Rchb.f."
"11347";"ORCHIDACEAE";"Cattleya";"warneri";"";"";"T.Moore"
"11349";"ORCHIDACEAE";"Centroglossa";"castellensis";"";"";"Brade"
"11353";"ORCHIDACEAE";"Centroglossa";"tripollinica";"";"";"(Barb.Rodr.) Barb.Rodr."
"37397";"ORCHIDACEAE";"Chloraea";"membranacea";"";"";"Lindl."
"37398";"ORCHIDACEAE";"Cirrhaea";"fuscolutea";"";"";"Lindl."
"11363";"ORCHIDACEAE";"Cirrhaea";"loddigesii";"";"";"Lindl."
"11364";"ORCHIDACEAE";"Cirrhaea";"longiracemosa";"";"";"Hoehne"
"119863";"ORCHIDACEAE";"Coppensia";"macronyx";"";"";"(Rchb.f.) F.Barros & V.T.Rodrigues"
"11394";"ORCHIDACEAE";"Coppensia";"majevskyi";"";"";"(Toscano & V.P.Castro) Campacci"
"65477";"ORCHIDACEAE";"Coppensia";"montana";"";"";"(Barb.Rodr.) Campacci"
"11424";"ORCHIDACEAE";"Cyclopogon";"dutrae";"";"";"Schltr."
"31824";"ORCHIDACEAE";"Cyrtopodium";"lamellaticallosum";"";"";"J.A.N.Bat. & Bianch."
"31830";"ORCHIDACEAE";"Cyrtopodium";"poecilum";"var.";"roseum";"Bianch. & J.A.N.Bat."
"11459";"ORCHIDACEAE";"Dichaea";"anchorifera";"";"";"Rchb.f."
"11464";"ORCHIDACEAE";"Dichaea";"mosenii";"";"";"Cogn."
"11472";"ORCHIDACEAE";"Dryadella";"auriculigera";"";"";"(Rchb.f.) Luer"
"11480";"ORCHIDACEAE";"Dryadella";"susanae";"";"";"(Pabst) Luer"
"11485";"ORCHIDACEAE";"Dungsia";"harpophylla";"";"";"(Rchb.f.) Chiron & V.P.Castro"
"11486";"ORCHIDACEAE";"Dungsia";"kautskyi";"";"";"(Pabst) Chiron & V.P.Castro"
"11502";"ORCHIDACEAE";"Encyclia";"bragancae";"";"";"Ruschi"
"11519";"ORCHIDACEAE";"Epidendrum";"addae";"";"";"Pabst"
"11536";"ORCHIDACEAE";"Epidendrum";"ecostatum";"";"";"Pabst"
"11537";"ORCHIDACEAE";"Epidendrum";"filicaule";"";"";"(Sw.) Lindl."
