"id";"familia";"genero";"especie";"tipo";"infranome";"autor"
"6458";"BROMELIACEAE";"Vriesea";"erythrodactylon";"";"";"E.Morren"
"34516";"BROMELIACEAE";"Vriesea";"friburgensis";"var.";"tucumanensis";"(Mez) L.B.Sm."
"6469";"BROMELIACEAE";"Vriesea";"funebris";"";"";"L.B.Sm."
"6474";"BROMELIACEAE";"Vriesea";"gracilior";"";"";"(L.B.Sm.) Leme"
"6478";"BROMELIACEAE";"Vriesea";"harrylutheri";"";"";"Leme & G.K.Brown"
"6480";"BROMELIACEAE";"Vriesea";"hieroglyphica";"";"";"(CarriÃ¨re) E.Morren"
"6486";"BROMELIACEAE";"Vriesea";"itatiaiae";"";"";"Wawra"
"6490";"BROMELIACEAE";"Vriesea";"kautskyana";"";"";"E.Pereira & I.A.Penna"
"6493";"BROMELIACEAE";"Vriesea";"leptantha";"";"";"Harms"
"6499";"BROMELIACEAE";"Vriesea";"longistaminea";"";"";"C.C.Paula & Leme"
"6500";"BROMELIACEAE";"Vriesea";"lubbersii";"";"";"(Baker) E.Morren"
"6501";"BROMELIACEAE";"Vriesea";"menescalii";"";"";"E.Pereira & Leme"
"6521";"BROMELIACEAE";"Vriesea";"pastuchoffiana";"";"";"Glaz."
"6524";"BROMELIACEAE";"Vriesea";"penduliflora";"";"";"L.B.Sm."
"6527";"BROMELIACEAE";"Vriesea";"pinottii";"";"";"Reitz"
"6536";"BROMELIACEAE";"Vriesea";"racinae";"";"";"L.B.Sm."
"6542";"BROMELIACEAE";"Vriesea";"reitzii";"";"";"Leme & A.F.Costa"
"6549";"BROMELIACEAE";"Vriesea";"rubyae";"";"";"E.Pereira"
"6553";"BROMELIACEAE";"Vriesea";"sazimae";"";"";"Leme"
"6555";"BROMELIACEAE";"Vriesea";"sceptrum";"";"";"Mez"
"34539";"BROMELIACEAE";"Vriesea";"sparsiflora";"";"";"L.B.Sm."
"6564";"BROMELIACEAE";"Vriesea";"sucrei";"";"";"L.B.Sm. & R.W.Read"
"6569";"BROMELIACEAE";"Vriesea";"triligulata";"";"";"Mez"
"6576";"BROMELIACEAE";"Vriesea";"wawranea";"";"";"Antoine"
"6577";"BROMELIACEAE";"Vriesea";"weberi";"";"";"E.Pereira & I.A.Penna"
"6584";"BROMELIACEAE";"Wittrockia";"superba";"";"";"Lindm."
"95959";"BRUCHIACEAE";"Pringleella";"subulata";"";"";"(MÃ¼ll.Hal.) Broth."
"95974";"BRYACEAE";"Brachymenium";"hornschunchianum";"";"";"Mart."
"110624";"BURMANNIACEAE";"Miersiella";"umbellata";"";"";"(Miers) Urb."
"6597";"BURSERACEAE";"Protium";"icicariba";"var.";"talmonii";"Daly"
"6598";"BURSERACEAE";"Protium";"kleinii";"";"";"Cuatrec."
"6606";"BURSERACEAE";"Tetragastris";"occhionii";"";"";"(Rizzini) Daly"
"6608";"BURSERACEAE";"Trattinnickia";"ferruginea";"";"";"Kuhlm."
"6609";"BURSERACEAE";"Trattinnickia";"mensalis";"";"";"Daly"
"1420";"CACTACEAE";"Arthrocereus";"melanurus";"subsp.";"magnus";"N.P.Taylor & Zappi"
"1465";"CACTACEAE";"Cipocereus";"laniflorus";"";"";"N.P.Taylor & Zappi"
"1476";"CACTACEAE";"Coleocephalocereus";"fluminensis";"subsp.";"decumbens";"(Ritter) N.P.Taylor & Zappi"
"1481";"CACTACEAE";"Coleocephalocereus";"purpureus";"";"";"(Buining & Brederoo) Ritter"
"1545";"CACTACEAE";"Hatiora";"herminiae";"";"";"(Porto & Castell.) Backeb. ex Barthlott"
"1566";"CACTACEAE";"Melocactus";"conoideus";"";"";"Buining & Brederoo"
"1591";"CACTACEAE";"Melocactus";"violaceus";"";"";"Pfeiff."
"114562";"CACTACEAE";"Parodia";"rechensis";"";"";"(Buining) Brandt"
"1648";"CACTACEAE";"Pilosocereus";"azulensis";"";"";"N.P.Taylor & Zappi"
"1650";"CACTACEAE";"Pilosocereus";"brasiliensis";"";"";"(Britton & Rose) Backeb."
"1658";"CACTACEAE";"Pilosocereus";"floccosus";"subsp.";"quadricostatus";"(Ritter) Zappi"
"1667";"CACTACEAE";"Pilosocereus";"magnificus";"";"";"(Buining & Brederoo) Ritter"
"25350";"CACTACEAE";"Pilosocereus";"multicostatus";"";"";"Ritter"
"1690";"CACTACEAE";"Rhipsalis";"cereoides";"";"";"(Backeb. & Voll) Backeb."
"1705";"CACTACEAE";"Rhipsalis";"hoelleri";"";"";"Barthlott & N.P.Taylor"
"1713";"CACTACEAE";"Rhipsalis";"oblonga";"";"";"Loefgr."
"1715";"CACTACEAE";"Rhipsalis";"pacheco-leonis";"";"";"Loefgr."
"1721";"CACTACEAE";"Rhipsalis";"paradoxa";"subsp.";"septentrionalis";"N.P.Taylor & Barthlott"
"1724";"CACTACEAE";"Rhipsalis";"pilocarpa";"";"";"Loefgr."
"1738";"CACTACEAE";"Schlumbergera";"kautskyi";"";"";"(Horobin & McMillan) N.P.Taylor"
"1739";"CACTACEAE";"Schlumbergera";"microsphaerica";"";"";"(K.Schum.) Hoevel"
"1740";"CACTACEAE";"Schlumbergera";"opuntioides";"";"";"(Loefgr. & DusÃ©n) D.R.Hunt"
"1743";"CACTACEAE";"Schlumbergera";"truncata";"";"";"(Haw.) Moran"
"1751";"CACTACEAE";"Tacinga";"braunii";"";"";"Esteves"
"101535";"CALYCERACEAE";"Boopis";"bupleuroides";"";"";"(Less.) C.A. Muell"
"101536";"CALYCERACEAE";"Boopis";"itatiaiae";"";"";"Dusen"
"47560";"CAMPANULACEAE";"Lobelia";"anceps";"";"";"L.f."
"6636";"CAMPANULACEAE";"Lobelia";"hilaireana";"";"";"(Kanitz) E.Wimm."
"6637";"CAMPANULACEAE";"Lobelia";"langeana";"";"";"DusÃ©n"
"34583";"CAMPANULACEAE";"Lobelia";"santos-limae";"";"";"Brade"
"6743";"CELASTRACEAE";"Elachyptera";"micrantha";"";"";"(Cambess.) A.C.Sm."
"6749";"CELASTRACEAE";"Maytenus";"basidentata";"";"";"Reissek"
"6750";"CELASTRACEAE";"Maytenus";"boaria";"";"";"Molina"
"6779";"CELASTRACEAE";"Peritassa";"longifolia";"";"";"Lombardi"
"6781";"CELASTRACEAE";"Peritassa";"sadleri";"";"";"Lombardi"
"6793";"CELASTRACEAE";"Salacia";"mosenii";"";"";"A.C.Sm."
"6801";"CELASTRACEAE";"Tontelea";"martiana";"";"";"(Miers) A.C.Sm."
"97222";"CEPHALOZIACEAE";"Cephalozia";"crassifolia";"";"";"(Lindenb. & Gottsche) Fulford"
"16762";"CHRYSOBALANACEAE";"Couepia";"belemii";"";"";"Prance"
"34628";"CHRYSOBALANACEAE";"Couepia";"carautae";"";"";"Prance"
"34645";"CHRYSOBALANACEAE";"Couepia";"leitaofilhoi";"";"";"Prance"
"34650";"CHRYSOBALANACEAE";"Couepia";"meridionalis";"";"";"Prance"
"16775";"CHRYSOBALANACEAE";"Couepia";"monteclarensis";"";"";"Prance"
"16782";"CHRYSOBALANACEAE";"Couepia";"schottii";"";"";"Fritsch"
"34666";"CHRYSOBALANACEAE";"Exellodendron";"gracile";"";"";"(Kuhlm.) Prance"
"16801";"CHRYSOBALANACEAE";"Hirtella";"insignis";"";"";"Briq. ex Prance"
"34690";"CHRYSOBALANACEAE";"Hirtella";"parviunguis";"";"";"Prance"
"16808";"CHRYSOBALANACEAE";"Hirtella";"santosii";"";"";"Prance"
"34712";"CHRYSOBALANACEAE";"Licania";"arianeae";"";"";"Prance"
"16819";"CHRYSOBALANACEAE";"Licania";"belemii";"";"";"Prance"
"34782";"CHRYSOBALANACEAE";"Parinari";"brasiliensis";"";"";"(Schott) Hook.f."
"6825";"CLETHRACEAE";"Clethra";"uleana";"";"";"Sleumer"
"6831";"CLUSIACEAE";"Clusia";"aemygdioi";"";"";"Gomes da Silva & B.Weinberg"
"6842";"CLUSIACEAE";"Clusia";"organensis";"";"";"Planch. & Triana"
"6873";"CLUSIACEAE";"Kielmeyera";"occhioniana";"";"";"Saddi"
"6877";"CLUSIACEAE";"Kielmeyera";"rufotomentosa";"";"";"Saddi"
"6879";"CLUSIACEAE";"Kielmeyera";"rupestris";"";"";"Duarte"
"6880";"CLUSIACEAE";"Kielmeyera";"sigillata";"";"";"Saddi"
"6893";"COMBRETACEAE";"Buchenavia";"iguaratensis";"";"";"N.F.Mattos"
"6894";"COMBRETACEAE";"Buchenavia";"kleinii";"";"";"Exell"
"6895";"COMBRETACEAE";"Buchenavia";"pabstii";"";"";"Marquete & C.Valente"
"6896";"COMBRETACEAE";"Buchenavia";"rabelloana";"";"";"N.F.Mattos"
"16893";"COMBRETACEAE";"Combretum";"rupicola";"";"";"Ridl."
"6914";"COMBRETACEAE";"Terminalia";"acuminata";"";"";"(AllemÃ£o) Eichler"
"6918";"COMBRETACEAE";"Terminalia";"januariensis";"";"";"DC."
"6919";"COMBRETACEAE";"Terminalia";"kuhlmannii";"";"";"Alwan & Stace"
"6925";"COMMELINACEAE";"Dichorisandra";"acaulis";"";"";"Cogn."
"6932";"COMMELINACEAE";"Dichorisandra";"leucophthalmos";"";"";"Hook."
"6933";"COMMELINACEAE";"Dichorisandra";"neglecta";"";"";"Brade"
"6940";"COMMELINACEAE";"Siderasis";"fuscata";"";"";"(Lodd.) H.E.Moore"
"6966";"CONNARACEAE";"Rourea";"gracilis";"";"";"G.Schellenb."
"6981";"CONVOLVULACEAE";"Cuscuta";"obtusiflora";"";"";"Kunth"
"6994";"CONVOLVULACEAE";"Evolvulus";"chrysotrichos";"";"";"Meisn."
"7034";"CONVOLVULACEAE";"Ipomoea";"daturiflora";"";"";"Meisn."
"7128";"CUNONIACEAE";"Weinmannia";"organensis";"";"";"Gardner"
"7136";"CYCLANTHACEAE";"Asplundia";"polymera";"";"";"(Hand.-Mazz.) Harling"
"48806";"CYCLANTHACEAE";"Asplundia";"polymera";"subsp.";"reitzii";"Harling"
"17116";"CYMODOCEACEAE";"Halodule";"wrightii";"";"";"Asch."
"34893";"CYPERACEAE";"Bulbostylis";"nesiotis";"";"";"(Hemsl.) C.B.Clarke"
"49326";"CYPERACEAE";"Cyperus";"atlanticus";"";"";"Hemsl."
"7214";"CYPERACEAE";"Hypolytrum";"amorimii";"";"";"M.Alves & W.W.Thomas"
"7215";"CYPERACEAE";"Hypolytrum";"bahiense";"";"";"M.Alves & W.W.Thomas"
"7219";"CYPERACEAE";"Hypolytrum";"lucennoi";"";"";"M.Alves & W.W.Thomas"
"7240";"CYPERACEAE";"Pleurostachys";"angustifolia";"";"";"Boeckeler"
"35240";"CYPERACEAE";"Scleria";"balansae";"";"";"Maury ex Micheli"
"7325";"CYPERACEAE";"Trilepis";"tenuis";"";"";"Vitta"
"90917";"DENNSTAEDTIACEAE";"Blotiella";"lindeniana";"";"";"(Hook.) R.M.Tryon"
"7330";"DICHAPETALACEAE";"Stephanopodium";"magnifolium";"";"";"Prance"
"96138";"DICRANACEAE";"Atractylocarpus";"brasiliensis";"";"";"(MÃ¼ll.Hal.) R.S.Williams"
"96139";"DICRANACEAE";"Atractylocarpus";"longisetus";"";"";"(Hook.) E.B.Bartram"
"96155";"DICRANACEAE";"Campylopus";"densicoma";"";"";"(MÃ¼ll.Hal.) Paris"
"7345";"DILLENIACEAE";"Davilla";"glaziovii";"";"";"Eichler"
"7350";"DILLENIACEAE";"Davilla";"macrocarpa";"";"";"Aymard"
"7360";"DILLENIACEAE";"Doliocarpus";"lancifolius";"";"";"Kubitzki"
"7394";"DIOSCOREACEAE";"Dioscorea";"mantiqueirensis";"";"";"R.Knuth"
"35333";"DIOSCOREACEAE";"Dioscorea";"pseudomacrocapsa";"";"";"G.M.Barroso et al."
"7411";"DIOSCOREACEAE";"Dioscorea";"sanpaulensis";"";"";"R.Knuth"
"7418";"DIOSCOREACEAE";"Dioscorea";"trilinguis";"";"";"Griseb."
"96225";"DITRICHACEAE";"Chrysoblastella";"chilensis";"";"";"(Mont.) Reimers"
"108639";"DRYOPTERIDACEAE";"Polystichum";"bradei";"";"";"Rosenst."
"91007";"DRYOPTERIDACEAE";"Elaphoglossum";"amplissimum";"";"";"(FÃ©e) Christ"
"91011";"DRYOPTERIDACEAE";"Elaphoglossum";"beckeri";"";"";"Brade"
"116374";"DRYOPTERIDACEAE";"Elaphoglossum";"gayanum";"";"";"(FÃ©e) T.Moore"
"91038";"DRYOPTERIDACEAE";"Elaphoglossum";"insigne";"";"";"(FÃ©e) Brade"
"91055";"DRYOPTERIDACEAE";"Elaphoglossum";"nigrescens";"";"";"(Hook.) T.Moore ex Diels"
"91078";"DRYOPTERIDACEAE";"Elaphoglossum";"strictum";"";"";"(Raddi) T.Moore"
"91081";"DRYOPTERIDACEAE";"Elaphoglossum";"tectum";"";"";"(Humb. & Bonpl. ex Willd.) T.Moore"
"91088";"DRYOPTERIDACEAE";"Elaphoglossum";"wettsteinii";"";"";"Christ"
"91118";"DRYOPTERIDACEAE";"Megalastrum";"wacketii";"";"";"(Rosenst. ex C.Chr.) A.R.Sm. & R.C.Moran"
"7434";"EBENACEAE";"Diospyros";"duartei";"";"";"Cavalcante"
"7450";"ELAEOCARPACEAE";"Sloanea";"obtusifolia";"";"";"(Moric.) Schum."
"7480";"ERICACEAE";"Gaylussacia";"angulata";"";"";"Gardner"
"7484";"ERICACEAE";"Gaylussacia";"caparoensis";"";"";"Sleumer"
"7488";"ERICACEAE";"Gaylussacia";"decipiens";"";"";"Cham."
"7496";"ERICACEAE";"Gaylussacia";"pruinosa";"";"";"Loes."
"115535";"ERICACEAE";"Gaylussacia";"retivenia";"";"";"Sleumer"
"7504";"ERICACEAE";"Gaylussacia";"setosa";"";"";"Kin.-Gouv."
"116309";"ERIOCAULACEAE";"Comanthera";"brasiliana";"";"";"(Giul.) L.R.Parra & Giul."
"7665";"ERIOCAULACEAE";"Syngonanthus";"itambeensis";"";"";"Silveira"
"7687";"ERYTHROXYLACEAE";"Erythroxylum";"catharinense";"";"";"Amaral"
"7692";"ERYTHROXYLACEAE";"Erythroxylum";"compressum";"";"";"Peyr."
"7707";"ERYTHROXYLACEAE";"Erythroxylum";"leal-costae";"";"";"Plowman"
"7712";"ERYTHROXYLACEAE";"Erythroxylum";"mattos-silvae";"";"";"Plowman"
"7713";"ERYTHROXYLACEAE";"Erythroxylum";"membranaceum";"";"";"Plowman"
"7742";"ESCALLONIACEAE";"Escallonia";"obtusissima";"";"";"A.St.-Hil."
"7743";"ESCALLONIACEAE";"Escallonia";"petrophila";"";"";"Rambo & Sleumer"
"35659";"EUPHORBIACEAE";"Algernonia";"dimitrii";"";"";"(Emmerich) G.L.Webster"
"35662";"EUPHORBIACEAE";"Algernonia";"kuhlmannii";"";"";"(Emmerich) G.L.Webster"
"35681";"EUPHORBIACEAE";"Bernardia";"confertifolia";"";"";"MÃ¼ll.Arg."
"35695";"EUPHORBIACEAE";"Caperonia";"buettneriacea";"";"";"MÃ¼ll.Arg."
"35932";"EUPHORBIACEAE";"Croton";"sphaerogynus";"";"";"Baill."
"35996";"EUPHORBIACEAE";"Dalechampia";"leandrii";"";"";"Baill."
"36010";"EUPHORBIACEAE";"Dalechampia";"riparia";"";"";"L.B.Sm. & Downs"
"36051";"EUPHORBIACEAE";"Euphorbia";"holochlorina";"";"";"Rizzini"
"82561";"FABACEAE";"Abarema";"turbinata";"";"";"(Benth.) Barneby & J.W.Grimes"
"101033";"FABACEAE";"Adesmia";"paranensis";"";"";"Burkart"
"100918";"FABACEAE";"Albizia";"burkartiana";"";"";"Barneby & J.W.Grimes"
"18105";"FABACEAE";"Arapatiella";"psilophylla";"";"";"(Harms) R.S.Cowan"
"18127";"FABACEAE";"Bauhinia";"integerrima";"";"";"Mart. ex Benth."
"29502";"FABACEAE";"Camptosema";"isopetalum";"";"";"(Lam.) Taub."
"100882";"FABACEAE";"Chamaecrista";"atroglandulosa";"";"";"(Taub. ex Harms) H.S.Irwin & Barneby"
"29596";"FABACEAE";"Dalbergia";"elegans";"";"";"A.M.Carvalho"
"101071";"FABACEAE";"Desmodium";"craspediferum";"";"";"A.M.G.Azevedo & Abruzzi de Oliveira"
"79073";"FABACEAE";"Grazielodendron";"rio-docensis";"";"";"H.C.Lima"
"18640";"FABACEAE";"Inga";"aptera";"";"";"(Vinha) T.D.Penn."
"100924";"FABACEAE";"Inga";"arenicola";"";"";"T.D.Penn."
"100925";"FABACEAE";"Inga";"bullata";"";"";"Benth."
"100930";"FABACEAE";"Inga";"enterolobioides";"";"";"T.D.Penn."
"18650";"FABACEAE";"Inga";"exfoliata";"";"";"T.D.Penn. & F.C.P.García"
"18653";"FABACEAE";"Inga";"grazielae";"";"";"(Vinha) T.D.Penn."
"18655";"FABACEAE";"Inga";"hispida";"";"";"Schott ex Benth."
"100932";"FABACEAE";"Inga";"lanceifolia";"";"";"Benth."
"83239";"FABACEAE";"Inga";"lentiscifolia";"";"";"Benth."
"100934";"FABACEAE";"Inga";"maritima";"";"";"Benth."
"100935";"FABACEAE";"Inga";"mendoncaei";"";"";"Harms"
"18663";"FABACEAE";"Inga";"pedunculata";"";"";"(Vinha) T.D.Penn."
"100936";"FABACEAE";"Inga";"platyptera";"";"";"Benth."
"18665";"FABACEAE";"Inga";"pleiogyna";"";"";"T.D.Penn."
"100937";"FABACEAE";"Inga";"praegnans";"";"";"T.D.Penn."
"100939";"FABACEAE";"Inga";"sellowiana";"";"";"Benth."
"18674";"FABACEAE";"Inga";"suborbicularis";"";"";"T.D.Penn."
"18679";"FABACEAE";"Inga";"unica";"";"";"Barneby & J.W.Grimes"
"101091";"FABACEAE";"Lathyrus";"hasslerianus";"";"";"Burkart"
"101148";"FABACEAE";"Machaerium";"obovatum";"";"";"Kuhlm. & Hoehne"
"100941";"FABACEAE";"Mimosa";"balduinii";"";"";"Burkart"
"78898";"FABACEAE";"Mimosa";"bathyrrhena";"";"";"Barneby"
"100944";"FABACEAE";"Mimosa";"catharinensis";"";"";"Burkart"
"78909";"FABACEAE";"Mimosa";"hatschbachii";"";"";"Barneby"
"100958";"FABACEAE";"Mimosa";"involucrata";"";"";"Benth."
"78935";"FABACEAE";"Mimosa";"urticaria";"";"";"Barneby"
"103586";"FABACEAE";"Moldenhawera";"papillanthera";"";"";"L.P.Queiroz et al."
"101173";"FABACEAE";"Swartzia";"glazioviana";"";"";"(Taub.) Glaz."
"78805";"FABACEAE";"Swartzia";"linharensis";"";"";"Mansano"
"100905";"FABACEAE";"Tachigali";"beaurepairei";"";"";"(Harms) L.G.Silva & H.C.Lima"
"100911";"FABACEAE";"Tachigali";"pilgeriana";"";"";"(Harms) Oliveira-Filho"
"78836";"FABACEAE";"Zollernia";"magnifica";"";"";"A.M.Carvalho & Barneby"
"19246";"FABACEAE";"Zollernia";"modesta";"";"";"A.M.Carvalho & Barneby"
"7778";"GENTIANACEAE";"Prepusa";"hookeriana";"";"";"Gardner"
"7779";"GENTIANACEAE";"Prepusa";"viridiflora";"";"";"Brade"
"7789";"GENTIANACEAE";"Senaea";"janeirensis";"";"";"Brade"
"7821";"GESNERIACEAE";"Besleria";"umbrosa";"";"";"Mart."
"7823";"GESNERIACEAE";"Codonanthe";"carnosa";"";"";"(Gardner) Hanst."
"7825";"GESNERIACEAE";"Codonanthe";"devosiana";"";"";"Lem."
"7827";"GESNERIACEAE";"Codonanthe";"gracilis";"";"";"(Mart.) Hanst."
"7831";"GESNERIACEAE";"Codonanthe";"venosa";"";"";"Chautems"
"7839";"GESNERIACEAE";"Napeanthus";"primulifolius";"";"";"(Raddi) Sandwith"
"7847";"GESNERIACEAE";"Nematanthus";"crassifolius";"";"";"(Schott) Wiehler"
"7850";"GESNERIACEAE";"Nematanthus";"fornix";"";"";"(Vell.) Chautems"
"7853";"GESNERIACEAE";"Nematanthus";"hirtellus";"";"";"(Schott) Wiehler"
"7861";"GESNERIACEAE";"Nematanthus";"monanthos";"";"";"(Vell.) Chautems"
"7881";"GESNERIACEAE";"Sinningia";"aghensis";"";"";"Chautems"
"7890";"GESNERIACEAE";"Sinningia";"carangolensis";"";"";"Chautems"
"7891";"GESNERIACEAE";"Sinningia";"cardinalis";"";"";"(Lehm.) H.E.Moore"
"7892";"GESNERIACEAE";"Sinningia";"cochlearis";"";"";"(Hook.) Chautems"
"7894";"GESNERIACEAE";"Sinningia";"cooperi";"";"";"(Paxton) Wiehler"
"7901";"GESNERIACEAE";"Sinningia";"glazioviana";"";"";"(Fritsch) Chautems"
"7902";"GESNERIACEAE";"Sinningia";"guttata";"";"";"Lindl."
"7903";"GESNERIACEAE";"Sinningia";"hatschbachii";"";"";"Chautems"
"7905";"GESNERIACEAE";"Sinningia";"hirsuta";"";"";"(Lindl.) G.Nicholson"
"7906";"GESNERIACEAE";"Sinningia";"iarae";"";"";"Chautems"
"7908";"GESNERIACEAE";"Sinningia";"insularis";"";"";"(Hoehne) Chautems"
"7909";"GESNERIACEAE";"Sinningia";"kautskyi";"";"";"Chautems"
"7913";"GESNERIACEAE";"Sinningia";"lindleyi";"";"";"Schauer"
"7914";"GESNERIACEAE";"Sinningia";"lineata";"";"";"(Hjelmq.) Chautems"
"7920";"GESNERIACEAE";"Sinningia";"micans";"";"";"(Fritsch) Chautems"
"7931";"GESNERIACEAE";"Sinningia";"striata";"";"";"(Fritsch) Chautems"
"7932";"GESNERIACEAE";"Sinningia";"tuberosa";"";"";"(Mart.) H.E.Moore"
"7933";"GESNERIACEAE";"Sinningia";"valsuganensis";"";"";"Chautems"
"7934";"GESNERIACEAE";"Sinningia";"villosa";"";"";"Lindl."
"7939";"GESNERIACEAE";"Vanhouttea";"calcarata";"";"";"Lem."
"7943";"GESNERIACEAE";"Vanhouttea";"lanata";"";"";"Fritsch"
"7944";"GESNERIACEAE";"Vanhouttea";"leonii";"";"";"Chautems"
"7945";"GESNERIACEAE";"Vanhouttea";"pendula";"";"";"Chautems"
"7950";"GRISELINIACEAE";"Griselinia";"ruscifolia";"";"";"(Clos) Taub."
"7953";"GUNNERACEAE";"Gunnera";"manicata";"";"";"Linden"
"7958";"HELICONIACEAE";"Heliconia";"farinosa";"";"";"Raddi"
"7980";"HUMIRIACEAE";"Humiriastrum";"spiritu-sancti";"";"";"Cuatrec."
"91210";"HYMENOPHYLLACEAE";"Hymenophyllum";"magellanicum";"";"";"Willd. ex Kunze"
"91212";"HYMENOPHYLLACEAE";"Hymenophyllum";"peltatum";"";"";"(Poir.) Lam."
"91216";"HYMENOPHYLLACEAE";"Hymenophyllum";"rufum";"";"";"FÃ©e"
"91217";"HYMENOPHYLLACEAE";"Hymenophyllum";"sampaioanum";"";"";"Brade & Rosenst."
"36352";"IRIDACEAE";"Neomarica";"longifolia";"";"";"(Link & Otto) Sprague"
"30055";"IRIDACEAE";"Pseudotrimezia";"elegans";"";"";"Ravenna"
"36402";"IRIDACEAE";"Sisyrinchium";"rambonis";"";"";"R.C.Foster"
"91273";"ISOETACEAE";"Isoetes";"bradei";"";"";"Herter"
"97342";"JUNGERMANNIACEAE";"Jungermannia";"decolor";"";"";"Schiffn."
"8142";"LAMIACEAE";"Eriope";"blanchetii";"";"";"(Benth.) Harley"
"8189";"LAMIACEAE";"Hyptis";"apertiflora";"";"";"Epling"
"8237";"LAMIACEAE";"Hyptis";"paludosa";"";"";"A.St.-Hil. ex Benth."
"8247";"LAMIACEAE";"Hyptis";"rhypidiophylla";"";"";"Briq."
"36574";"LAMIACEAE";"Hyptis";"viatica";"";"";"Harley"
"8389";"LAURACEAE";"Beilschmiedia";"linharensis";"";"";"Sa.Nishida & van der Werff"
"8390";"LAURACEAE";"Beilschmiedia";"rigida";"";"";"(Mez) Kosterm."
"78451";"LAURACEAE";"Cinnamomum";"hatschbachii";"";"";"Vattimo-Gil"
"8423";"LAURACEAE";"Mezilaurus";"navalium";"";"";"(AllemÃ£o) Taub. ex Mez"
"8425";"LAURACEAE";"Nectandra";"barbellata";"";"";"Coe-Teix."
"84330";"LAURACEAE";"Nectandra";"paranaensis";"";"";"Coe-Teix."
"8444";"LAURACEAE";"Ocotea";"basicordatifolia";"";"";"Vattimo-Gil"
"8446";"LAURACEAE";"Ocotea";"beyrichii";"";"";"(Nees) Mez"
"8448";"LAURACEAE";"Ocotea";"bragai";"";"";"Coe-Teix."
"8497";"LAURACEAE";"Ocotea";"cryptocarpa";"";"";"Baitello"
"8498";"LAURACEAE";"Ocotea";"curucutuensis";"";"";"Baitello"
"105766";"LAURACEAE";"Ocotea";"mosenii";"";"";"Mez"
"8474";"LAURACEAE";"Ocotea";"nunesiana";"";"";"(Vattimo-Gil) Baitello"
"8484";"LAURACEAE";"Ocotea";"serrana";"";"";"Coe-Teix."
"8519";"LAURACEAE";"Persea";"obovata";"";"";"Nees & Mart."
"8530";"LAURACEAE";"Rhodostemonodaphne";"capixabensis";"";"";"Baitello & Coe-Teix."
"8533";"LAURACEAE";"Urbanodendron";"bahiense";"";"";"(Meisn.) Rohwer"
"8535";"LAURACEAE";"Urbanodendron";"verrucosum";"";"";"(Nees) Mez"
"8537";"LAURACEAE";"Williamodendron";"cinnamomeum";"";"";"van der Werff"
"17960";"LECYTHIDACEAE";"Cariniana";"parvifolia";"";"";"S.A.Mori et al."
"8546";"LECYTHIDACEAE";"Couratari";"asterotricha";"";"";"Prance"
"8548";"LECYTHIDACEAE";"Couratari";"pyramidata";"";"";"(Vell.) Kunth"
"8550";"LECYTHIDACEAE";"Eschweilera";"alvimii";"";"";"S.A.Mori"
"8552";"LECYTHIDACEAE";"Eschweilera";"compressa";"";"";"(Vell.) Miers"
"97395";"LEJEUNEACEAE";"Blepharolejeunea";"securifolia";"";"";"(Steph.) R.M.Schust."
"97401";"LEJEUNEACEAE";"Bromeliophila";"natans";"";"";"(Steph.) R.M.Schust."
"97494";"LEJEUNEACEAE";"Drepanolejeunea";"aculeata";"";"";"Bischl."
"97597";"LEJEUNEACEAE";"Myriocoleopsis";"fluviatilis";"";"";"(Steph.) E.Reiner & Gradst."
"97664";"LEJEUNEACEAE";"Vitalianthus";"bischlerianus";"";"";"(Porto & Grolle) R.M.Schust. & Giancotti"
"8566";"LENTIBULARIACEAE";"Genlisea";"lobata";"";"";"Fromm"
"97721";"LEPIDOZIACEAE";"Paracromastigum";"dusenii";"";"";"(Steph.) R.M.Schust."
"8618";"LINACEAE";"Linum";"smithii";"";"";"Mildner"
"120041";"LOASACEAE";"Aosa";"uleana";"";"";"(Urb. & Gilg) Weigend"
"8624";"LOASACEAE";"Blumenbachia";"eichleri";"";"";"Urb."
"8631";"LOGANIACEAE";"Spigelia";"amplexicaulis";"";"";"E.F.Guim. & Fontella"
"8662";"LOGANIACEAE";"Spigelia";"vestita";"";"";"L.B.Sm."
"91382";"LYCOPODIACEAE";"Huperzia";"christii";"";"";"(Silveira) Holub"
"91395";"LYCOPODIACEAE";"Huperzia";"fontinaloides";"";"";"(Spring) Trevis."
"91399";"LYCOPODIACEAE";"Huperzia";"hemleri";"";"";"(Nessel) B. Ollg."
"91403";"LYCOPODIACEAE";"Huperzia";"hexasticha";"";"";"B.Ollg. & P.G.Windisch"
"91417";"LYCOPODIACEAE";"Huperzia";"mollicoma";"";"";"(Spring) Holub"
"91421";"LYCOPODIACEAE";"Huperzia";"nuda";"";"";"(Nessel) B.Ollg. & P.G.Windisch"
"91430";"LYCOPODIACEAE";"Huperzia";"regnellii";"";"";"(Maxon) B.Ollg. & P.G.Windisch"
"91436";"LYCOPODIACEAE";"Huperzia";"sellowiana";"";"";"(Herter) B.Ollg."
"91442";"LYCOPODIACEAE";"Huperzia";"treitubensis";"";"";"(Silveira) B.Ollg."
"91454";"LYCOPODIACEAE";"Lycopodiella";"bradei";"";"";"(Herter) B.ollg."
"30284";"LYTHRACEAE";"Cuphea";"adenophylla";"";"";"T.B.Cavalc."
